"Organization ID","Company name","NAIC ID","Total number of confirmed complaints","Total policies","Complaint Index","Year of policy count","Line of coverage"
"75","GHS INSURANCE COMPANY","29718","0","4274","0","2019","Accident and Health"
"76","STERLING NATIONAL LIFE INSURANCE COMPANY, INC.","91785","0","1108","0","2019","Accident and Health"
"79","AMERICAN NATIONAL LIFE INSURANCE COMPANY OF TEXAS","71773","0","8779","0","2019","Accident and Health"
"87","AMERICAN PUBLIC LIFE INSURANCE COMPANY","60801","0","7111","0","2019","Accident and Health"
"91","AMERICAN REPUBLIC INSURANCE COMPANY","60836","0","538","0","2019","Accident and Health"
"93","CELTIC INSURANCE COMPANY","80799","0","299224","0","2019","Accident and Health"
"97","CHRISTIAN FIDELITY LIFE INSURANCE COMPANY","61859","0","3715","0","2019","Accident and Health"
"98","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","81973","0","7","0","2019","Accident and Health"
"105","STANDARD LIFE AND CASUALTY INSURANCE COMPANY","71706","0","564","0","2019","Accident and Health"
"109","AMERICAN INCOME LIFE INSURANCE COMPANY","60577","0","328344","0","2019","Accident and Health"
"110","CATLIN INSURANCE COMPANY, INC.","19518","0","121","0","2019","Accident and Health"
"121","WILTON REASSURANCE LIFE COMPANY OF NEW YORK","60704","0","3","0","2019","Accident and Health"
"135","AMERICAN NATIONAL INSURANCE COMPANY","60739","0","30117","0","2019","Accident and Health"
"138","AMERICAN FIDELITY ASSURANCE COMPANY","60410","0","82737","0","2019","Accident and Health"
"147","SAGICOR LIFE INSURANCE COMPANY","60445","0","1","0","2019","Accident and Health"
"152","AMERICAN GENERAL LIFE INSURANCE COMPANY","60488","0","33836","0","2019","Accident and Health"
"161","AMERICAN HEALTH AND LIFE INSURANCE COMPANY","60518","0","77141","0","2019","Accident and Health"
"162","AMERICAN HERITAGE LIFE INSURANCE COMPANY","60534","0","405614","0","2019","Accident and Health"
"163","AMERICAN HOME ASSURANCE COMPANY","19380","0","126","0","2019","Accident and Health"
"164","AMERICAN HOME LIFE INSURANCE COMPANY, THE","60542","0","8","0","2019","Accident and Health"
"169","ALLSTATE LIFE INSURANCE COMPANY","60186","0","10646","0","2019","Accident and Health"
"177","AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA","60275","0","6521","0","2019","Accident and Health"
"195","AETNA HEALTH AND LIFE INSURANCE COMPANY","78700","0","21785","0","2019","Accident and Health"
"202","THRIVENT FINANCIAL FOR LUTHERANS","56014","0","9615","0","2019","Accident and Health"
"226","AAA LIFE INSURANCE COMPANY","71854","0","27008","0","2019","Accident and Health"
"243","ACE FIRE UNDERWRITERS INSURANCE COMPANY","20702","0","5","0","2019","Accident and Health"
"244","ACE PROPERTY AND CASUALTY INSURANCE COMPANY","20699","0","18","0","2019","Accident and Health"
"245","AETNA LIFE INSURANCE COMPANY","60054","0","570833","0","2019","Accident and Health"
"582","STANDARD INSURANCE COMPANY","69019","0","453869","0","2019","Accident and Health"
"625","ARCH INSURANCE COMPANY","11150","0","113","0","2019","Accident and Health"
"632","JOHN HANCOCK LIFE & HEALTH INSURANCE COMPANY","93610","0","3325","0","2019","Accident and Health"
"657","BANNER LIFE INSURANCE COMPANY","94250","0","2435","0","2019","Accident and Health"
"660","MARKEL INSURANCE COMPANY","38970","0","686","0","2019","Accident and Health"
"672","HCC LIFE INSURANCE COMPANY","92711","0","30","0","2019","Accident and Health"
"689","HM LIFE INSURANCE COMPANY","93440","0","384867","0","2019","Accident and Health"
"702","HUMANA HEALTH PLAN OF TEXAS, INC.","95024","0","75933","0","2019","Accident and Health"
"704","UNIMERICA INSURANCE COMPANY","91529","0","46","0","2019","Accident and Health"
"720","GREAT AMERICAN LIFE INSURANCE COMPANY","63312","0","56","0","2019","Accident and Health"
"728","FORETHOUGHT LIFE INSURANCE COMPANY","91642","0","1894","0","2019","Accident and Health"
"753","FEDERATED LIFE INSURANCE COMPANY","63258","0","1153","0","2019","Accident and Health"
"762","MONITOR LIFE INSURANCE COMPANY OF NEW YORK","81442","0","782","0","2019","Accident and Health"
"767","COLUMBIAN MUTUAL LIFE INSURANCE COMPANY","62103","0","6","0","2019","Accident and Health"
"770","ZURICH AMERICAN LIFE INSURANCE COMPANY","90557","0","14030","0","2019","Accident and Health"
"775","BANKERS FIDELITY ASSURANCE COMPANY","71919","0","2233","0","2019","Accident and Health"
"780","NIPPON LIFE INSURANCE COMPANY OF AMERICA","81264","0","3097","0","2019","Accident and Health"
"781","NEW ENGLAND LIFE INSURANCE COMPANY","91626","0","242","0","2019","Accident and Health"
"788","SCOTT AND WHITE HEALTH PLAN","95099","0","7776","0","2019","Accident and Health"
"796","SONS OF NORWAY","57142","0","4","0","2019","Accident and Health"
"797","BEAZLEY INSURANCE COMPANY, INC.","37540","0","45","0","2019","Accident and Health"
"801","UNITED AMERICAN INSURANCE COMPANY","92916","0","14425","0","2019","Accident and Health"
"819","BEST LIFE AND HEALTH INSURANCE COMPANY","90638","0","5402","0","2019","Accident and Health"
"824","NORTH CAROLINA MUTUAL LIFE INSURANCE COMPANY","67032","0","3","0","2019","Accident and Health"
"834","WESTPORT INSURANCE CORPORATION","39845","0","68","0","2019","Accident and Health"
"835","TRUASSURE INSURANCE COMPANY","92525","0","693","0","2019","Accident and Health"
"846","HOUSTON CASUALTY COMPANY","42374","0","7","0","2019","Accident and Health"
"856","IA AMERICAN LIFE INSURANCE COMPANY","91693","0","65","0","2019","Accident and Health"
"867","UNICARE LIFE & HEALTH INSURANCE COMPANY","80314","0","2333","0","2019","Accident and Health"
"871","UNITED NATIONAL LIFE INSURANCE COMPANY OF AMERICA","92703","0","3358","0","2019","Accident and Health"
"892","MUTUAL OF AMERICA LIFE INSURANCE COMPANY","88668","0","500","0","2019","Accident and Health"
"910","ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA","90611","0","7089","0","2019","Accident and Health"
"917","GLOBE LIFE AND ACCIDENT INSURANCE COMPANY","91472","0","19814","0","2019","Accident and Health"
"947","MANHATTANLIFE ASSURANCE COMPANY OF AMERICA","61883","0","24518","0","2019","Accident and Health"
"960","CLOVER INSURANCE COMPANY","86371","0","115","0","2019","Accident and Health"
"962","FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","90328","0","4072","0","2019","Accident and Health"
"994","FAIR AMERICAN INSURANCE AND REINSURANCE COMPANY","35157","0","17","0","2019","Accident and Health"
"997","STARR INDEMNITY & LIABILITY COMPANY","38318","0","37","0","2019","Accident and Health"
"999","AMEX ASSURANCE COMPANY","27928","0","2060416","0","2019","Accident and Health"
"1013","DEARBORN LIFE INSURANCE COMPANY","71129","0","833696","0","2019","Accident and Health"
"1018","OMAHA HEALTH INSURANCE COMPANY","88080","0","3509","0","2019","Accident and Health"
"1020","FIRST CONTINENTAL LIFE & ACCIDENT INSURANCE COMPANY","64696","0","10852","0","2019","Accident and Health"
"1026","STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","0","2284","0","2019","Accident and Health"
"1032","LIBERTY INSURANCE UNDERWRITERS INC.","19917","0","174","0","2019","Accident and Health"
"1039","ASSURED LIFE ASSOCIATION","56499","0","703","0","2019","Accident and Health"
"1040","HUMANA INSURANCE COMPANY","73288","0","750903","0","2019","Accident and Health"
"1042","OLD UNITED LIFE INSURANCE COMPANY","76007","0","5664","0","2019","Accident and Health"
"1043","ILLINOIS MUTUAL LIFE INSURANCE COMPANY","64580","0","2229","0","2019","Accident and Health"
"1046","GREAT SOUTHERN LIFE INSURANCE COMPANY","90212","0","627","0","2019","Accident and Health"
"1048","AMERICAN REPUBLIC CORP INSURANCE COMPANY","67679","0","210","0","2019","Accident and Health"
"1057","GOLDEN RULE INSURANCE COMPANY","62286","0","71695","0","2019","Accident and Health"
"1071","INDIVIDUAL ASSURANCE COMPANY, LIFE, HEALTH & ACCIDENT","81779","0","1560","0","2019","Accident and Health"
"1072","OHIO NATIONAL LIFE ASSURANCE CORPORATION","89206","0","1027","0","2019","Accident and Health"
"1077","COLORADO BANKERS LIFE INSURANCE COMPANY","84786","0","75","0","2019","Accident and Health"
"1080","NORTH AMERICAN INSURANCE COMPANY","68349","0","441","0","2019","Accident and Health"
"1090","DENTEGRA INSURANCE COMPANY","73474","0","11031","0","2019","Accident and Health"
"1105","SECURITY MUTUAL LIFE INSURANCE COMPANY OF NEW YORK","68772","0","12","0","2019","Accident and Health"
"1119","TALCOTT RESOLUTION LIFE INSURANCE COMPANY","88072","0","3388","0","2019","Accident and Health"
"1142","TRANSAMERICA FINANCIAL LIFE INSURANCE COMPANY","70688","0","2748","0","2019","Accident and Health"
"1148","JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.)","65838","0","62462","0","2019","Accident and Health"
"1161","WESTERN AND SOUTHERN LIFE INSURANCE COMPANY, THE","70483","0","2785","0","2019","Accident and Health"
"1182","HUMANADENTAL INSURANCE COMPANY","70580","0","37208","0","2019","Accident and Health"
"1186","WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","57320","0","3333","0","2019","Accident and Health"
"1188","UNITED WORLD LIFE INSURANCE COMPANY","72850","0","78840","0","2019","Accident and Health"
"1196","WASHINGTON NATIONAL INSURANCE COMPANY","70319","0","60795","0","2019","Accident and Health"
"1202","WEST COAST LIFE INSURANCE COMPANY","70335","0","66","0","2019","Accident and Health"
"1203","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","71420","0","83414","0","2019","Accident and Health"
"1206","WESTERN AMERICAN LIFE INSURANCE COMPANY","80993","0","26","0","2019","Accident and Health"
"1215","UNION SECURITY INSURANCE COMPANY","70408","0","20057","0","2019","Accident and Health"
"1259","UNITED STATES LIFE INSURANCE COMPANY IN THE CITY OF NEW YORK, THE","70106","0","1301","0","2019","Accident and Health"
"1264","UNIVERSAL FIDELITY LIFE INSURANCE COMPANY","70122","0","763","0","2019","Accident and Health"
"1277","USAA LIFE INSURANCE COMPANY","69663","0","28850","0","2019","Accident and Health"
"1281","UNITED OF OMAHA LIFE INSURANCE COMPANY","69868","0","614389","0","2019","Accident and Health"
"1283","UNITED COMMERCIAL TRAVELERS OF AMERICA, THE ORDER OF","56383","0","1035","0","2019","Accident and Health"
"1299","UNITED INSURANCE COMPANY OF AMERICA","69930","0","5431","0","2019","Accident and Health"
"1309","GENWORTH LIFE INSURANCE COMPANY","70025","0","64569","0","2019","Accident and Health"
"1310","NEW ERA LIFE INSURANCE COMPANY OF THE MIDWEST","69698","0","6313","0","2019","Accident and Health"
"1323","UNION LABOR LIFE INSURANCE COMPANY, THE","69744","0","161879","0","2019","Accident and Health"
"1327","UNUM LIFE INSURANCE COMPANY OF AMERICA","62235","0","1735487","0","2019","Accident and Health"
"1347","BRIGHTHOUSE LIFE INSURANCE COMPANY","87726","0","1630","0","2019","Accident and Health"
"1348","UNITEDHEALTHCARE INSURANCE COMPANY","79413","0","1816329","0","2019","Accident and Health"
"1349","TRAVELERS PROTECTIVE ASSOCIATION OF AMERICA, THE","56006","0","895","0","2019","Accident and Health"
"1352","NATIONAL HEALTH INSURANCE COMPANY","82538","0","26278","0","2019","Accident and Health"
"1366","UN LIFE INSURANCE COMPANY","69779","0","81","0","2019","Accident and Health"
"1374","TIME INSURANCE COMPANY","69477","0","11378","0","2019","Accident and Health"
"1382","STERLING INVESTORS LIFE INSURANCE COMPANY","89184","0","32","0","2019","Accident and Health"
"1383","MEDAMERICA INSURANCE COMPANY","69515","0","2654","0","2019","Accident and Health"
"1385","LIFESECURE INSURANCE COMPANY","77720","0","3306","0","2019","Accident and Health"
"1433","TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA","69345","0","104","0","2019","Accident and Health"
"1435","SAFEHEALTH LIFE INSURANCE COMPANY","79014","0","7","0","2019","Accident and Health"
"1482","SURETY LIFE INSURANCE COMPANY","69310","0","1","0","2019","Accident and Health"
"1484","AMERICAN FINANCIAL SECURITY LIFE INSURANCE COMPANY","69337","0","30144","0","2019","Accident and Health"
"1496","STANDARD LIFE AND ACCIDENT INSURANCE COMPANY","86355","0","14192","0","2019","Accident and Health"
"1510","STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY","25178","0","71729","0","2019","Accident and Health"
"1511","STATE LIFE INSURANCE COMPANY, THE","69116","0","1043","0","2019","Accident and Health"
"1513","NEW ERA LIFE INSURANCE COMPANY","78743","0","7298","0","2019","Accident and Health"
"1516","STERLING LIFE INSURANCE COMPANY","77399","0","1098","0","2019","Accident and Health"
"1521","BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY","22276","0","4890","0","2019","Accident and Health"
"1523","SOUTHERN FARM BUREAU LIFE INSURANCE COMPANY","68896","0","9062","0","2019","Accident and Health"
"1542","SOUTHWEST SERVICE LIFE INSURANCE COMPANY","82430","0","5132","0","2019","Accident and Health"
"1550","NORTHWESTERN LONG TERM CARE INSURANCE COMPANY","69000","0","13373","0","2019","Accident and Health"
"1553","SENTRY LIFE INSURANCE COMPANY","68810","0","22","0","2019","Accident and Health"
"1566","SPJST","57436","0","84","0","2019","Accident and Health"
"1574","HCSC INSURANCE SERVICES COMPANY","78611","0","83763","0","2019","Accident and Health"
"1588","BERKSHIRE LIFE INSURANCE COMPANY OF AMERICA","71714","0","15153","0","2019","Accident and Health"
"1614","SENTRY INSURANCE A MUTUAL COMPANY","24988","0","82","0","2019","Accident and Health"
"1620","SYMETRA LIFE INSURANCE COMPANY","68608","0","190300","0","2019","Accident and Health"
"1627","VENERABLE INSURANCE AND ANNUITY COMPANY","80942","0","285","0","2019","Accident and Health"
"1647","RELIANCE STANDARD LIFE INSURANCE COMPANY","68381","0","184214","0","2019","Accident and Health"
"1659","RESERVE NATIONAL INSURANCE COMPANY","68462","0","19220","0","2019","Accident and Health"
"1676","ROYAL NEIGHBORS OF AMERICA","57657","0","838","0","2019","Accident and Health"
"1682","NASSAU LIFE INSURANCE COMPANY OF KANSAS","68284","0","774","0","2019","Accident and Health"
"1696","GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY","68322","0","1850","0","2019","Accident and Health"
"1702","REGAL LIFE OF AMERICA INSURANCE COMPANY","82392","0","354","0","2019","Accident and Health"
"1704","RELIABLE LIFE INSURANCE COMPANY, THE","68357","0","55101","0","2019","Accident and Health"
"1717","PROTECTIVE LIFE INSURANCE COMPANY","68136","0","14737","0","2019","Accident and Health"
"1721","PROVIDENT AMERICAN INSURANCE COMPANY","68179","0","561","0","2019","Accident and Health"
"1724","PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY","68195","0","47960","0","2019","Accident and Health"
"1728","AETNA BETTER HEALTH OF TEXAS INC.","95040","0","85514","0","2019","Accident and Health"
"1729","PRUDENTIAL INSURANCE COMPANY OF AMERICA, THE","68241","0","472882","0","2019","Accident and Health"
"1733","EVEREST REINSURANCE COMPANY","26921","0","1248","0","2019","Accident and Health"
"1741","POLICE AND FIREMEN'S INSURANCE ASSOCIATION","58009","0","23556","0","2019","Accident and Health"
"1760","PROFESSIONAL INSURANCE COMPANY","68047","0","645","0","2019","Accident and Health"
"1777","PHILADELPHIA AMERICAN LIFE INSURANCE COMPANY","67784","0","33961","0","2019","Accident and Health"
"1784","SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","0","4928","0","2019","Accident and Health"
"1786","PHYSICIANS LIFE INSURANCE COMPANY","72125","0","3161","0","2019","Accident and Health"
"1787","PHYSICIANS MUTUAL INSURANCE COMPANY","80578","0","36449","0","2019","Accident and Health"
"1804","PAN-AMERICAN LIFE INSURANCE COMPANY","67539","0","31463","0","2019","Accident and Health"
"1808","PAUL REVERE LIFE INSURANCE COMPANY, THE","67598","0","4374","0","2019","Accident and Health"
"1810","UNUM INSURANCE COMPANY","67601","0","21406","0","2019","Accident and Health"
"1824","OLD AMERICAN INSURANCE COMPANY","67199","0","301","0","2019","Accident and Health"
"1831","OLD REPUBLIC LIFE INSURANCE COMPANY","67261","0","8716","0","2019","Accident and Health"
"1839","AETNA HEALTH INSURANCE COMPANY","72052","0","16033","0","2019","Accident and Health"
"1841","CIGNA HEALTH AND LIFE INSURANCE COMPANY","67369","0","1119863","0","2019","Accident and Health"
"1846","OXFORD LIFE INSURANCE COMPANY","76112","0","926","0","2019","Accident and Health"
"1847","OZARK NATIONAL LIFE INSURANCE COMPANY","67393","0","206","0","2019","Accident and Health"
"1858","MANHATTAN NATIONAL LIFE INSURANCE COMPANY","67083","0","1","0","2019","Accident and Health"
"1859","NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY, THE","67091","0","52208","0","2019","Accident and Health"
"1863","RELIASTAR LIFE INSURANCE COMPANY","67105","0","740883","0","2019","Accident and Health"
"1877","OHIO NATIONAL LIFE INSURANCE COMPANY","67172","0","237","0","2019","Accident and Health"
"1887","NEW YORK LIFE INSURANCE COMPANY","66915","0","31052","0","2019","Accident and Health"
"1912","NATIONAL LIFE INSURANCE COMPANY","66680","0","210","0","2019","Accident and Health"
"1925","NATIONAL SECURITY INSURANCE COMPANY","66788","0","81","0","2019","Accident and Health"
"1931","NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH, PA.","19445","0","13124632","0","2019","Accident and Health"
"1935","NATIONWIDE LIFE INSURANCE COMPANY","66869","0","10063","0","2019","Accident and Health"
"1937","NATIONWIDE MUTUAL INSURANCE COMPANY","23787","0","2780","0","2019","Accident and Health"
"1954","NATIONAL GUARDIAN LIFE INSURANCE COMPANY","66583","0","410123","0","2019","Accident and Health"
"1976","MONY LIFE INSURANCE COMPANY","66370","0","1013","0","2019","Accident and Health"
"1977","MUTUAL OF OMAHA INSURANCE COMPANY","71412","0","859912","0","2019","Accident and Health"
"1980","MEDICO INSURANCE COMPANY","31119","0","5195","0","2019","Accident and Health"
"1983","TRANSAMERICA LIFE INSURANCE COMPANY","86231","0","179514","0","2019","Accident and Health"
"1997","NATIONAL CASUALTY COMPANY","11991","0","778","0","2019","Accident and Health"
"2001","MODERN WOODMEN OF AMERICA","57541","0","2","0","2019","Accident and Health"
"2010","TRANSAMERICA PREMIER LIFE INSURANCE COMPANY","66281","0","225748","0","2019","Accident and Health"
"2036","MIDLAND NATIONAL LIFE INSURANCE COMPANY","66044","0","12","0","2019","Accident and Health"
"2041","SOUTHWEST LIFE & HEALTH INSURANCE COMPANY","66117","0","2599","0","2019","Accident and Health"
"2050","MINNESOTA LIFE INSURANCE COMPANY","66168","0","249356","0","2019","Accident and Health"
"2062","BCS INSURANCE COMPANY","38245","0","81460","0","2019","Accident and Health"
"2064","ABILITY INSURANCE COMPANY","71471","0","687","0","2019","Accident and Health"
"2094","MANHATTAN LIFE INSURANCE COMPANY, THE","65870","0","7915","0","2019","Accident and Health"
"2112","CENTRE LIFE INSURANCE COMPANY","80896","0","435","0","2019","Accident and Health"
"2113","WILCO LIFE INSURANCE COMPANY","65900","0","15889","0","2019","Accident and Health"
"2114","PRIMERICA LIFE INSURANCE COMPANY","65919","0","40","0","2019","Accident and Health"
"2115","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","65935","0","19742","0","2019","Accident and Health"
"2129","LOYAL AMERICAN LIFE INSURANCE COMPANY","65722","0","22610","0","2019","Accident and Health"
"2144","ELIPS LIFE INSURANCE COMPANY","85561","0","1376","0","2019","Accident and Health"
"2149","MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","0","5218","0","2019","Accident and Health"
"2157","LIFE INSURANCE COMPANY OF NORTH AMERICA","65498","0","1946626","0","2019","Accident and Health"
"2158","LIFE INSURANCE COMPANY OF THE SOUTHWEST","65528","0","327","0","2019","Accident and Health"
"2159","GENWORTH LIFE AND ANNUITY INSURANCE COMPANY","65536","0","124","0","2019","Accident and Health"
"2168","LINCOLN BENEFIT LIFE COMPANY","65595","0","1859","0","2019","Accident and Health"
"2172","LINCOLN NATIONAL LIFE INSURANCE COMPANY, THE","65676","0","789064","0","2019","Accident and Health"
"2182","KNIGHTS OF COLUMBUS","58033","0","4618","0","2019","Accident and Health"
"2188","LAFAYETTE LIFE INSURANCE COMPANY, THE","65242","0","2","0","2019","Accident and Health"
"2205","LINCOLN LIFE ASSURANCE COMPANY OF BOSTON","65315","0","437577","0","2019","Accident and Health"
"2211","LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","0","50284","0","2019","Accident and Health"
"2224","KANSAS CITY LIFE INSURANCE COMPANY","65129","0","8741","0","2019","Accident and Health"
"2267","TRANSAMERICA CASUALTY INSURANCE COMPANY","10952","0","694","0","2019","Accident and Health"
"2275","JEFFERSON INSURANCE COMPANY","11630","0","848853","0","2019","Accident and Health"
"2304","CINCINNATI LIFE INSURANCE COMPANY, THE","76236","0","32","0","2019","Accident and Health"
"2321","RIVERSOURCE LIFE INSURANCE COMPANY","65005","0","14922","0","2019","Accident and Health"
"2327","ACE AMERICAN INSURANCE COMPANY","22667","0","2594","0","2019","Accident and Health"
"2328","TALCOTT RESOLUTION LIFE AND ANNUITY INSURANCE COMPANY","71153","0","119","0","2019","Accident and Health"
"2367","HORACE MANN LIFE INSURANCE COMPANY","64513","0","153","0","2019","Accident and Health"
"2383","HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY","70815","0","1351466","0","2019","Accident and Health"
"2397","4 EVER LIFE INSURANCE COMPANY","80985","0","5139","0","2019","Accident and Health"
"2408","GUARANTEE TRUST LIFE INSURANCE COMPANY","64211","0","27207","0","2019","Accident and Health"
"2410","GUARANTY INCOME LIFE INSURANCE COMPANY","64238","0","285","0","2019","Accident and Health"
"2414","GUARDIAN LIFE INSURANCE COMPANY OF AMERICA, THE","64246","0","575802","0","2019","Accident and Health"
"2437","GREAT AMERICAN INSURANCE COMPANY","16691","0","515","0","2019","Accident and Health"
"2439","JEFFERSON NATIONAL LIFE INSURANCE COMPANY","64017","0","1043","0","2019","Accident and Health"
"2454","GREAT-WEST LIFE ASSURANCE COMPANY, THE","80705","0","60","0","2019","Accident and Health"
"2465","GERBER LIFE INSURANCE COMPANY","70939","0","201676","0","2019","Accident and Health"
"2486","GOVERNMENT EMPLOYEES INSURANCE COMPANY","22063","0","13","0","2019","Accident and Health"
"2488","GOVERNMENT PERSONNEL MUTUAL LIFE INSURANCE COMPANY","63967","0","522","0","2019","Accident and Health"
"2495","JOHN ALDEN LIFE INSURANCE COMPANY","65080","0","623","0","2019","Accident and Health"
"2497","GARDEN STATE LIFE INSURANCE COMPANY","63657","0","6","0","2019","Accident and Health"
"2518","MEDCO CONTAINMENT LIFE INSURANCE COMPANY","63762","0","332224","0","2019","Accident and Health"
"2533","ASSURITY LIFE INSURANCE COMPANY","71439","0","17056","0","2019","Accident and Health"
"2589","FIDELITY LIFE ASSOCIATION A LEGAL RESERVE LIFE INSURANCE COMPANY","63290","0","8798","0","2019","Accident and Health"
"2592","FIDELITY SECURITY LIFE INSURANCE COMPANY","71870","0","602675","0","2019","Accident and Health"
"2622","FARMERS NEW WORLD LIFE INSURANCE COMPANY","63177","0","19786","0","2019","Accident and Health"
"2629","FEDERAL INSURANCE COMPANY","20281","0","1132556","0","2019","Accident and Health"
"2633","FEDERAL LIFE INSURANCE COMPANY","63223","0","50","0","2019","Accident and Health"
"2652","NATIONAL FAMILY CARE LIFE INSURANCE COMPANY","86959","0","31157","0","2019","Accident and Health"
"2655","AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS","60380","0","703693","0","2019","Accident and Health"
"2657","FAMILY LIFE INSURANCE COMPANY","63053","0","565","0","2019","Accident and Health"
"2674","EMC NATIONAL LIFE COMPANY","62928","0","10","0","2019","Accident and Health"
"2688","SILAC INSURANCE COMPANY","62952","0","3866","0","2019","Accident and Health"
"2689","EQUITABLE FINANCIAL LIFE INSURANCE COMPANY","62944","0","1349","0","2019","Accident and Health"
"2732","TRUSTMARK LIFE INSURANCE COMPANY","62863","0","2770","0","2019","Accident and Health"
"2734","CMFG LIFE INSURANCE COMPANY","62626","0","2198772","0","2019","Accident and Health"
"2749","DELAWARE AMERICAN LIFE INSURANCE COMPANY","62634","0","19","0","2019","Accident and Health"
"2752","DELTA DENTAL INSURANCE COMPANY","81396","0","212483","0","2019","Accident and Health"
"2762","HEARTLAND NATIONAL LIFE INSURANCE COMPANY","66214","0","1914","0","2019","Accident and Health"
"2774","COUNTRY LIFE INSURANCE COMPANY","62553","0","215","0","2019","Accident and Health"
"2783","UNION FIDELITY LIFE INSURANCE COMPANY","62596","0","10413","0","2019","Accident and Health"
"2795","MEMBERS LIFE INSURANCE COMPANY","86126","0","7","0","2019","Accident and Health"
"2803","NASSAU LIFE INSURANCE COMPANY OF TEXAS","62359","0","3290","0","2019","Accident and Health"
"2808","EQUITABLE FINANCIAL LIFE INSURANCE COMPANY OF AMERICA","78077","0","11501","0","2019","Accident and Health"
"2811","WILCAC LIFE INSURANCE COMPANY","62413","0","27","0","2019","Accident and Health"
"2814","CONTINENTAL CASUALTY COMPANY","20443","0","20112","0","2019","Accident and Health"
"2817","CONTINENTAL GENERAL INSURANCE COMPANY","71404","0","37165","0","2019","Accident and Health"
"2850","LUMICO LIFE INSURANCE COMPANY","73504","0","1862","0","2019","Accident and Health"
"2851","CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","0","22907","0","2019","Accident and Health"
"2855","FREEDOM LIFE INSURANCE COMPANY OF AMERICA","62324","0","107483","0","2019","Accident and Health"
"2856","COLONIAL PENN LIFE INSURANCE COMPANY","62065","0","11555","0","2019","Accident and Health"
"2863","COMBINED INSURANCE COMPANY OF AMERICA","62146","0","319820","0","2019","Accident and Health"
"2897","AMERICO FINANCIAL LIFE AND ANNUITY INSURANCE COMPANY","61999","0","918","0","2019","Accident and Health"
"2904","COLONIAL LIFE AND ACCIDENT INSURANCE COMPANY","62049","0","280076","0","2019","Accident and Health"
"2905","LINCOLN LIFE & ANNUITY COMPANY OF NEW YORK","62057","0","317","0","2019","Accident and Health"
"2906","21ST CENTURY PREMIER INSURANCE COMPANY","20796","0","14","0","2019","Accident and Health"
"2908","CENTRAL SECURITY LIFE INSURANCE COMPANY","61735","0","640","0","2019","Accident and Health"
"2909","CENTRAL STATES HEALTH & LIFE CO. OF OMAHA","61751","0","35536","0","2019","Accident and Health"
"2924","CHESAPEAKE LIFE INSURANCE COMPANY, THE","61832","0","45162","0","2019","Accident and Health"
"2946","CATHOLIC LIFE INSURANCE","57347","0","250","0","2019","Accident and Health"
"2947","CATHOLIC ORDER OF FORESTERS","57487","0","23","0","2019","Accident and Health"
"2959","ATHENE ANNUITY AND LIFE COMPANY","61689","0","47","0","2019","Accident and Health"
"2963","RENAISSANCE LIFE & HEALTH INSURANCE COMPANY OF AMERICA","61700","0","40","0","2019","Accident and Health"
"2997","TRUSTMARK INSURANCE COMPANY","61425","0","17352","0","2019","Accident and Health"
"3006","BOSTON MUTUAL LIFE INSURANCE COMPANY","61476","0","8268","0","2019","Accident and Health"
"3023","ATHENE ANNUITY & LIFE ASSURANCE COMPANY","61492","0","4907","0","2019","Accident and Health"
"3027","BANKERS FIDELITY LIFE INSURANCE COMPANY","61239","0","396","0","2019","Accident and Health"
"3030","BANKERS LIFE AND CASUALTY COMPANY","61263","0","18544","0","2019","Accident and Health"
"3032","PRINCIPAL LIFE INSURANCE COMPANY","61271","0","351653","0","2019","Accident and Health"
"3034","AMERITAS LIFE INSURANCE CORP.","61301","0","428423","0","2019","Accident and Health"
"3038","RELIASTAR LIFE INSURANCE COMPANY OF NEW YORK","61360","0","2694","0","2019","Accident and Health"
"3055","NATIONAL BENEFIT LIFE INSURANCE COMPANY","61409","0","23","0","2019","Accident and Health"
"3103","SECURIAN LIFE INSURANCE COMPANY","93742","0","146132","0","2019","Accident and Health"
"3109","SETTLERS LIFE INSURANCE COMPANY","97241","0","2","0","2019","Accident and Health"
