"Organization ID","Company name","NAIC ID","Total number of confirmed complaints","Total policies","Complaint Index","Year of policy count","Line of coverage"
"871","UNITED NATIONAL LIFE INSURANCE COMPANY OF AMERICA","92703","0","4546","0","2022","Accident and Health"
"880","SOUTHERN LIFE AND HEALTH INSURANCE COMPANY","88323","0","6","0","2022","Accident and Health"
"892","MUTUAL OF AMERICA LIFE INSURANCE COMPANY","88668","0","304","0","2022","Accident and Health"
"910","ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA","90611","0","6554","0","2022","Accident and Health"
"917","GLOBE LIFE AND ACCIDENT INSURANCE COMPANY","91472","0","23483","0","2022","Accident and Health"
"947","MANHATTANLIFE INSURANCE AND ANNUITY COMPANY","61883","3","76765","2.14","2022","Accident and Health"
"962","FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","90328","0","2182","0","2022","Accident and Health"
"997","STARR INDEMNITY & LIABILITY COMPANY","38318","0","12","0","2022","Accident and Health"
"999","AMEX ASSURANCE COMPANY","27928","0","124929","0","2022","Accident and Health"
"1013","DEARBORN LIFE INSURANCE COMPANY","71129","0","1294730","0","2022","Accident and Health"
"1018","OMAHA HEALTH INSURANCE COMPANY","88080","0","8952","0","2022","Accident and Health"
"1020","FIRST CONTINENTAL LIFE & ACCIDENT INSURANCE COMPANY","64696","1","7801","7.02","2022","Accident and Health"
"1026","STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","0","122","0","2022","Accident and Health"
"1032","LIBERTY INSURANCE UNDERWRITERS INC.","19917","0","103","0","2022","Accident and Health"
"1039","ASSURED LIFE ASSOCIATION","56499","0","347","0","2022","Accident and Health"
"1040","HUMANA INSURANCE COMPANY","73288","16","485243","1.81","2022","Accident and Health"
"1042","OLD UNITED LIFE INSURANCE COMPANY","76007","0","6202","0","2022","Accident and Health"
"1043","ILLINOIS MUTUAL LIFE INSURANCE COMPANY","64580","0","1661","0","2022","Accident and Health"
"1046","GREAT SOUTHERN LIFE INSURANCE COMPANY","90212","0","1220","0","2022","Accident and Health"
"1048","AMERICAN REPUBLIC CORP INSURANCE COMPANY","67679","0","133","0","2022","Accident and Health"
"1057","GOLDEN RULE INSURANCE COMPANY","62286","6","90309","3.64","2022","Accident and Health"
"1071","INDIVIDUAL ASSURANCE COMPANY, LIFE, HEALTH & ACCIDENT","81779","0","669","0","2022","Accident and Health"
"1072","OHIO NATIONAL LIFE ASSURANCE CORPORATION","89206","0","1263","0","2022","Accident and Health"
"1090","DENTEGRA INSURANCE COMPANY","73474","0","10941","0","2022","Accident and Health"
"1105","SECURITY MUTUAL LIFE INSURANCE COMPANY OF NEW YORK","68772","0","8","0","2022","Accident and Health"
"1119","TALCOTT RESOLUTION LIFE INSURANCE COMPANY","88072","0","3574","0","2022","Accident and Health"
"1142","TRANSAMERICA FINANCIAL LIFE INSURANCE COMPANY","70688","0","3220","0","2022","Accident and Health"
"1148","JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.)","65838","2","58691","1.87","2022","Accident and Health"
"1155","ENTERPRISE LIFE INSURANCE COMPANY","89087","0","4","0","2022","Accident and Health"
"1161","WESTERN AND SOUTHERN LIFE INSURANCE COMPANY, THE","70483","0","2398","0","2022","Accident and Health"
"1182","HUMANADENTAL INSURANCE COMPANY","70580","2","2049","53.46","2022","Accident and Health"
"1186","WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","57320","0","2932","0","2022","Accident and Health"
"1188","UNITED WORLD LIFE INSURANCE COMPANY","72850","0","42739","0","2022","Accident and Health"
"1196","WASHINGTON NATIONAL INSURANCE COMPANY","70319","1","64173","0.85","2022","Accident and Health"
"1200","WESCO INSURANCE COMPANY","25011","0","12","0","2022","Accident and Health"
"1202","WEST COAST LIFE INSURANCE COMPANY","70335","0","45","0","2022","Accident and Health"
"1203","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","71420","0","392114","0","2022","Accident and Health"
"1206","WESTERN AMERICAN LIFE INSURANCE COMPANY","80993","0","20","0","2022","Accident and Health"
"1213","BETTERLIFE","58017","0","1","0","2022","Accident and Health"
"1215","UNION SECURITY INSURANCE COMPANY","70408","0","4614","0","2022","Accident and Health"
"1244","UNITEDHEALTHCARE INSURANCE COMPANY OF AMERICA","84549","0","12944","0","2022","Accident and Health"
"1259","UNITED STATES LIFE INSURANCE COMPANY IN THE CITY OF NEW YORK, THE","70106","0","157","0","2022","Accident and Health"
"1264","UNIVERSAL FIDELITY LIFE INSURANCE COMPANY","70122","0","590","0","2022","Accident and Health"
"1277","USAA LIFE INSURANCE COMPANY","69663","1","30642","1.79","2022","Accident and Health"
"1281","UNITED OF OMAHA LIFE INSURANCE COMPANY","69868","1","836191","0.07","2022","Accident and Health"
"1283","UNITED COMMERCIAL TRAVELERS OF AMERICA, THE ORDER OF","56383","0","819","0","2022","Accident and Health"
"1309","GENWORTH LIFE INSURANCE COMPANY","70025","1","59728","0.92","2022","Accident and Health"
"1310","NEW ERA LIFE INSURANCE COMPANY OF THE MIDWEST","69698","0","3974","0","2022","Accident and Health"
"1323","UNION LABOR LIFE INSURANCE COMPANY, THE","69744","0","36411","0","2022","Accident and Health"
"1327","UNUM LIFE INSURANCE COMPANY OF AMERICA","62235","1","1648231","0.03","2022","Accident and Health"
"1347","BRIGHTHOUSE LIFE INSURANCE COMPANY","87726","0","1693","0","2022","Accident and Health"
"1348","UNITEDHEALTHCARE INSURANCE COMPANY","79413","108","1838976","3.22","2022","Accident and Health"
"1349","TRAVELERS PROTECTIVE ASSOCIATION OF AMERICA, THE","56006","0","690","0","2022","Accident and Health"
"1352","NATIONAL HEALTH INSURANCE COMPANY","82538","2","46125","2.37","2022","Accident and Health"
"1382","STERLING INVESTORS LIFE INSURANCE COMPANY","89184","0","554","0","2022","Accident and Health"
"1383","MEDAMERICA INSURANCE COMPANY","69515","0","2462","0","2022","Accident and Health"
"1385","LIFESECURE INSURANCE COMPANY","77720","0","3241","0","2022","Accident and Health"
"1402","TEXAS LIFE INSURANCE COMPANY","69396","0","4","0","2022","Accident and Health"
"1433","TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA","69345","0","78","0","2022","Accident and Health"
"1482","SURETY LIFE INSURANCE COMPANY","69310","0","1","0","2022","Accident and Health"
"1496","STANDARD LIFE AND ACCIDENT INSURANCE COMPANY","86355","0","5048","0","2022","Accident and Health"
"1510","STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY","25178","1","74427","0.74","2022","Accident and Health"
"1511","STATE LIFE INSURANCE COMPANY, THE","69116","0","955","0","2022","Accident and Health"
"1513","NEW ERA LIFE INSURANCE COMPANY","78743","0","4782","0","2022","Accident and Health"
"1516","STERLING LIFE INSURANCE COMPANY","77399","0","621","0","2022","Accident and Health"
"1521","BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY","22276","0","8232","0","2022","Accident and Health"
"1523","SOUTHERN FARM BUREAU LIFE INSURANCE COMPANY","68896","0","7949","0","2022","Accident and Health"
"1542","SOUTHWEST SERVICE LIFE INSURANCE COMPANY","82430","0","3261","0","2022","Accident and Health"
"1550","NORTHWESTERN LONG TERM CARE INSURANCE COMPANY","69000","0","13842","0","2022","Accident and Health"
"1553","SENTRY LIFE INSURANCE COMPANY","68810","0","12","0","2022","Accident and Health"
"1566","SPJST","57436","0","55","0","2022","Accident and Health"
"1574","HCSC INSURANCE SERVICES COMPANY","78611","0","69700","0","2022","Accident and Health"
"1588","BERKSHIRE LIFE INSURANCE COMPANY OF AMERICA","71714","0","17675","0","2022","Accident and Health"
"1614","SENTRY INSURANCE COMPANY","24988","0","66","0","2022","Accident and Health"
"1620","SYMETRA LIFE INSURANCE COMPANY","68608","0","184484","0","2022","Accident and Health"
"1627","VENERABLE INSURANCE AND ANNUITY COMPANY","80942","0","184","0","2022","Accident and Health"
"1647","RELIANCE STANDARD LIFE INSURANCE COMPANY","68381","0","193318","0","2022","Accident and Health"
"1654","OCEANVIEW LIFE AND ANNUITY COMPANY","68446","0","3","0","2022","Accident and Health"
"1659","RESERVE NATIONAL INSURANCE COMPANY","68462","1","16932","3.23","2022","Accident and Health"
"1676","ROYAL NEIGHBORS OF AMERICA","57657","0","450","0","2022","Accident and Health"
"1682","NASSAU LIFE INSURANCE COMPANY OF KANSAS","68284","0","891","0","2022","Accident and Health"
"1702","REGAL LIFE OF AMERICA INSURANCE COMPANY","82392","0","223","0","2022","Accident and Health"
"1717","PROTECTIVE LIFE INSURANCE COMPANY","68136","0","5789","0","2022","Accident and Health"
"1721","PROVIDENT AMERICAN INSURANCE COMPANY","68179","0","446","0","2022","Accident and Health"
"1724","PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY","68195","0","40317","0","2022","Accident and Health"
"1728","AETNA BETTER HEALTH OF TEXAS INC.","95040","0","172355","0","2022","Accident and Health"
"1729","PRUDENTIAL INSURANCE COMPANY OF AMERICA, THE","68241","4","448640","0.49","2022","Accident and Health"
"1733","EVEREST REINSURANCE COMPANY","26921","0","718","0","2022","Accident and Health"
"1741","POLICE AND FIREMEN'S INSURANCE ASSOCIATION","58009","0","22174","0","2022","Accident and Health"
"1760","PROFESSIONAL INSURANCE COMPANY","68047","0","457","0","2022","Accident and Health"
"1777","PHILADELPHIA AMERICAN LIFE INSURANCE COMPANY","67784","0","64431","0","2022","Accident and Health"
"1784","SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","0","3503","0","2022","Accident and Health"
"1787","PHYSICIANS MUTUAL INSURANCE COMPANY","80578","0","35783","0","2022","Accident and Health"
"1804","PAN-AMERICAN LIFE INSURANCE COMPANY","67539","0","36396","0","2022","Accident and Health"
"1808","PAUL REVERE LIFE INSURANCE COMPANY, THE","67598","0","3236","0","2022","Accident and Health"
"1810","UNUM INSURANCE COMPANY","67601","0","100346","0","2022","Accident and Health"
"1824","OLD AMERICAN INSURANCE COMPANY","67199","0","197","0","2022","Accident and Health"
"1831","OLD REPUBLIC LIFE INSURANCE COMPANY","67261","0","6944","0","2022","Accident and Health"
"1839","AETNA HEALTH INSURANCE COMPANY","72052","2","63928","1.71","2022","Accident and Health"
"1841","CIGNA HEALTH AND LIFE INSURANCE COMPANY","67369","77","1235847","3.41","2022","Accident and Health"
"1846","OXFORD LIFE INSURANCE COMPANY","76112","0","766","0","2022","Accident and Health"
"1847","OZARK NATIONAL LIFE INSURANCE COMPANY","67393","0","187","0","2022","Accident and Health"
"1858","MANHATTAN NATIONAL LIFE INSURANCE COMPANY","67083","0","1","0","2022","Accident and Health"
"1859","NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY, THE","67091","0","58253","0","2022","Accident and Health"
"1863","RELIASTAR LIFE INSURANCE COMPANY","67105","0","776611","0","2022","Accident and Health"
"1877","OHIO NATIONAL LIFE INSURANCE COMPANY","67172","0","240","0","2022","Accident and Health"
"1887","NEW YORK LIFE INSURANCE COMPANY","66915","2","43394","2.52","2022","Accident and Health"
"1908","NORTH RIVER INSURANCE COMPANY, THE","21105","0","6259","0","2022","Accident and Health"
"1912","NATIONAL LIFE INSURANCE COMPANY","66680","0","125","0","2022","Accident and Health"
"1931","NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH, PA.","19445","0","396012","0","2022","Accident and Health"
"1935","NATIONWIDE LIFE INSURANCE COMPANY","66869","0","47790","0","2022","Accident and Health"
"1937","NATIONWIDE MUTUAL INSURANCE COMPANY","23787","0","5850","0","2022","Accident and Health"
"1954","NATIONAL GUARDIAN LIFE INSURANCE COMPANY","66583","0","314813","0","2022","Accident and Health"
"1976","MONY LIFE INSURANCE COMPANY","66370","0","655","0","2022","Accident and Health"
"1977","MUTUAL OF OMAHA INSURANCE COMPANY","71412","0","876850","0","2022","Accident and Health"
"1980","MEDICO INSURANCE COMPANY","31119","0","7813","0","2022","Accident and Health"
"1983","TRANSAMERICA LIFE INSURANCE COMPANY","86231","4","379664","0.58","2022","Accident and Health"
"2001","MODERN WOODMEN OF AMERICA","57541","0","1","0","2022","Accident and Health"
"2004","MONARCH LIFE INSURANCE COMPANY","66265","0","57","0","2022","Accident and Health"
"2036","MIDLAND NATIONAL LIFE INSURANCE COMPANY","66044","0","11","0","2022","Accident and Health"
"2050","MINNESOTA LIFE INSURANCE COMPANY","66168","0","423466","0","2022","Accident and Health"
"2062","BCS INSURANCE COMPANY","38245","0","48136","0","2022","Accident and Health"
"2064","ABILITY INSURANCE COMPANY","71471","0","396","0","2022","Accident and Health"
"2087","AMERICAN BENEFIT LIFE INSURANCE COMPANY","66001","0","267","0","2022","Accident and Health"
"2094","MANHATTAN LIFE INSURANCE COMPANY, THE","65870","0","3525","0","2022","Accident and Health"
"2112","CENTRE LIFE INSURANCE COMPANY","80896","0","315","0","2022","Accident and Health"
"2114","PRIMERICA LIFE INSURANCE COMPANY","65919","0","26","0","2022","Accident and Health"
"2115","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","65935","0","18779","0","2022","Accident and Health"
"2129","LOYAL AMERICAN LIFE INSURANCE COMPANY","65722","0","31142","0","2022","Accident and Health"
"2144","ELIPS LIFE INSURANCE COMPANY","85561","0","1767","0","2022","Accident and Health"
"2149","MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","0","7055","0","2022","Accident and Health"
"2157","LIFE INSURANCE COMPANY OF NORTH AMERICA","65498","1","1621277","0.03","2022","Accident and Health"
"2158","LIFE INSURANCE COMPANY OF THE SOUTHWEST","65528","0","269","0","2022","Accident and Health"
"2159","GENWORTH LIFE AND ANNUITY INSURANCE COMPANY","65536","0","75","0","2022","Accident and Health"
"2168","LINCOLN BENEFIT LIFE COMPANY","65595","0","1724","0","2022","Accident and Health"
"2172","LINCOLN NATIONAL LIFE INSURANCE COMPANY, THE","65676","0","2412738","0","2022","Accident and Health"
"2182","KNIGHTS OF COLUMBUS","58033","0","4820","0","2022","Accident and Health"
"2211","LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331","0","33136","0","2022","Accident and Health"
"2224","KANSAS CITY LIFE INSURANCE COMPANY","65129","0","8089","0","2022","Accident and Health"
"2267","TRANSAMERICA CASUALTY INSURANCE COMPANY","10952","0","398","0","2022","Accident and Health"
"2304","CINCINNATI LIFE INSURANCE COMPANY, THE","76236","0","35","0","2022","Accident and Health"
"2321","RIVERSOURCE LIFE INSURANCE COMPANY","65005","1","12778","4.29","2022","Accident and Health"
"2327","ACE AMERICAN INSURANCE COMPANY","22667","0","1498","0","2022","Accident and Health"
"2328","TALCOTT RESOLUTION LIFE AND ANNUITY INSURANCE COMPANY","71153","0","77","0","2022","Accident and Health"
"2367","HORACE MANN LIFE INSURANCE COMPANY","64513","0","90","0","2022","Accident and Health"
"2383","HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY","70815","2","1395577","0.08","2022","Accident and Health"
"2397","4 EVER LIFE INSURANCE COMPANY","80985","0","5489","0","2022","Accident and Health"
"2408","GUARANTEE TRUST LIFE INSURANCE COMPANY","64211","0","27269","0","2022","Accident and Health"
"2410","GUARANTY INCOME LIFE INSURANCE COMPANY","64238","0","275","0","2022","Accident and Health"
"2414","GUARDIAN LIFE INSURANCE COMPANY OF AMERICA, THE","64246","17","592626","1.57","2022","Accident and Health"
"2437","GREAT AMERICAN INSURANCE COMPANY","16691","0","1181","0","2022","Accident and Health"
"2439","JEFFERSON NATIONAL LIFE INSURANCE COMPANY","64017","0","949","0","2022","Accident and Health"
"2465","GERBER LIFE INSURANCE COMPANY","70939","0","172278","0","2022","Accident and Health"
"2486","GOVERNMENT EMPLOYEES INSURANCE COMPANY","22063","0","9","0","2022","Accident and Health"
"2488","GOVERNMENT PERSONNEL MUTUAL LIFE INSURANCE COMPANY","63967","0","260","0","2022","Accident and Health"
"2495","JOHN ALDEN LIFE INSURANCE COMPANY","65080","0","356","0","2022","Accident and Health"
"2497","GARDEN STATE LIFE INSURANCE COMPANY","63657","0","87","0","2022","Accident and Health"
"2525","ARCH LIFE INSURANCE COMPANY OF AMERICA","71455","0","1","0","2022","Accident and Health"
"2533","ASSURITY LIFE INSURANCE COMPANY","71439","0","20134","0","2022","Accident and Health"
"2561","ACCENDO INSURANCE COMPANY","63444","0","31882","0","2022","Accident and Health"
"2589","FIDELITY LIFE ASSOCIATION A LEGAL RESERVE LIFE INSURANCE COMPANY","63290","0","5841","0","2022","Accident and Health"
"2592","FIDELITY SECURITY LIFE INSURANCE COMPANY","71870","0","714135","0","2022","Accident and Health"
"2622","FARMERS NEW WORLD LIFE INSURANCE COMPANY","63177","0","18899","0","2022","Accident and Health"
"2629","FEDERAL INSURANCE COMPANY","20281","0","1270328","0","2022","Accident and Health"
"2633","FEDERAL LIFE INSURANCE COMPANY","63223","0","1123","0","2022","Accident and Health"
"2652","NATIONAL FAMILY CARE LIFE INSURANCE COMPANY","86959","0","29478","0","2022","Accident and Health"
"2655","AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS","60380","6","583862","0.56","2022","Accident and Health"
"2657","FAMILY LIFE INSURANCE COMPANY","63053","0","333","0","2022","Accident and Health"
"2688","SILAC INSURANCE COMPANY","62952","0","2455","0","2022","Accident and Health"
"2689","EQUITABLE FINANCIAL LIFE INSURANCE COMPANY","62944","0","1104","0","2022","Accident and Health"
"2702","WELLFLEET NEW YORK INSURANCE COMPANY","20931","0","3488","0","2022","Accident and Health"
"2732","TRUSTMARK LIFE INSURANCE COMPANY","62863","0","2116","0","2022","Accident and Health"
"2734","CMFG LIFE INSURANCE COMPANY","62626","0","2102660","0","2022","Accident and Health"
"2749","DELAWARE AMERICAN LIFE INSURANCE COMPANY","62634","0","87","0","2022","Accident and Health"
"2752","DELTA DENTAL INSURANCE COMPANY","81396","6","226037","1.45","2022","Accident and Health"
"2762","HEARTLAND NATIONAL LIFE INSURANCE COMPANY","66214","0","2073","0","2022","Accident and Health"
"2774","COUNTRY LIFE INSURANCE COMPANY","62553","0","38","0","2022","Accident and Health"
"2783","UNION FIDELITY LIFE INSURANCE COMPANY","62596","0","8444","0","2022","Accident and Health"
"2795","MEMBERS LIFE INSURANCE COMPANY","86126","0","7","0","2022","Accident and Health"
"2808","EQUITABLE FINANCIAL LIFE INSURANCE COMPANY OF AMERICA","78077","0","37664","0","2022","Accident and Health"
"2811","WILCAC LIFE INSURANCE COMPANY","62413","1","23","2381.29","2022","Accident and Health"
"2814","CONTINENTAL CASUALTY COMPANY","20443","0","17847","0","2022","Accident and Health"
"2817","CONTINENTAL GENERAL INSURANCE COMPANY","71404","5","30709","8.92","2022","Accident and Health"
"2850","LUMICO LIFE INSURANCE COMPANY","73504","0","2082","0","2022","Accident and Health"
"2851","CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","0","14244","0","2022","Accident and Health"
"2855","FREEDOM LIFE INSURANCE COMPANY OF AMERICA","62324","7","161895","2.37","2022","Accident and Health"
"2856","COLONIAL PENN LIFE INSURANCE COMPANY","62065","0","8330","0","2022","Accident and Health"
"2863","COMBINED INSURANCE COMPANY OF AMERICA","62146","2","132023","0.83","2022","Accident and Health"
"2864","CITIZENS NATIONAL LIFE INSURANCE COMPANY","82082","0","5","0","2022","Accident and Health"
"2897","AMERICO FINANCIAL LIFE AND ANNUITY INSURANCE COMPANY","61999","0","501","0","2022","Accident and Health"
"2904","COLONIAL LIFE AND ACCIDENT INSURANCE COMPANY","62049","1","259663","0.21","2022","Accident and Health"
"2905","LINCOLN LIFE & ANNUITY COMPANY OF NEW YORK","62057","0","51742","0","2022","Accident and Health"
"2906","21ST CENTURY PREMIER INSURANCE COMPANY","20796","0","11","0","2022","Accident and Health"
"2908","CENTRAL SECURITY LIFE INSURANCE COMPANY","61735","0","455","0","2022","Accident and Health"
"2909","CENTRAL STATES HEALTH & LIFE CO. OF OMAHA","61751","0","18814","0","2022","Accident and Health"
"2924","CHESAPEAKE LIFE INSURANCE COMPANY, THE","61832","0","46881","0","2022","Accident and Health"
"2946","CATHOLIC LIFE INSURANCE","57347","0","239","0","2022","Accident and Health"
"2947","CATHOLIC ORDER OF FORESTERS","57487","0","22","0","2022","Accident and Health"
"2959","ATHENE ANNUITY AND LIFE COMPANY","61689","0","30","0","2022","Accident and Health"
"2963","RENAISSANCE LIFE & HEALTH INSURANCE COMPANY OF AMERICA","61700","0","26","0","2022","Accident and Health"
"2994","CAPITOL LIFE INSURANCE COMPANY","61581","0","1988","0","2022","Accident and Health"
"2997","TRUSTMARK INSURANCE COMPANY","61425","0","12865","0","2022","Accident and Health"
"3006","BOSTON MUTUAL LIFE INSURANCE COMPANY","61476","0","3707","0","2022","Accident and Health"
"3023","ATHENE ANNUITY & LIFE ASSURANCE COMPANY","61492","0","3765","0","2022","Accident and Health"
"3027","BANKERS FIDELITY LIFE INSURANCE COMPANY","61239","0","1680","0","2022","Accident and Health"
"3030","BANKERS LIFE AND CASUALTY COMPANY","61263","0","17509","0","2022","Accident and Health"
"3032","PRINCIPAL LIFE INSURANCE COMPANY","61271","4","466374","0.47","2022","Accident and Health"
"3034","AMERITAS LIFE INSURANCE CORP.","61301","11","667494","0.9","2022","Accident and Health"
"3038","RELIASTAR LIFE INSURANCE COMPANY OF NEW YORK","61360","0","2302","0","2022","Accident and Health"
"3055","NATIONAL BENEFIT LIFE INSURANCE COMPANY","61409","0","22","0","2022","Accident and Health"
"3103","SECURIAN LIFE INSURANCE COMPANY","93742","0","149543","0","2022","Accident and Health"
"3109","SETTLERS LIFE INSURANCE COMPANY","97241","0","1","0","2022","Accident and Health"
"3119","SHENANDOAH LIFE INSURANCE COMPANY","68845","0","1149","0","2022","Accident and Health"
"3132","AXIS INSURANCE COMPANY","37273","0","147001","0","2022","Accident and Health"
"3160","GERMANIA LIFE INSURANCE COMPANY","67920","0","675","0","2022","Accident and Health"
"3192","NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","2","46917","2.33","2022","Accident and Health"
"3209","MAGNA INSURANCE COMPANY","61018","0","5907","0","2022","Accident and Health"
"3214","UNITED LIFE INSURANCE COMPANY","69973","0","17","0","2022","Accident and Health"
"3224","METROPOLITAN TOWER LIFE INSURANCE COMPANY","97136","0","136","0","2022","Accident and Health"
"3230","ANTHEM LIFE INSURANCE COMPANY","61069","0","342","0","2022","Accident and Health"
"3274","AEGIS SECURITY INSURANCE COMPANY","33898","0","79976","0","2022","Accident and Health"
"3283","WINDSOR LIFE INSURANCE COMPANY","65960","0","2002","0","2022","Accident and Health"
"3291","SIRIUSPOINT AMERICA INSURANCE COMPANY","38776","0","27937","0","2022","Accident and Health"
"3300","CENTRAL STATES INDEMNITY CO. OF OMAHA","34274","0","1009","0","2022","Accident and Health"
"3305","COMPBENEFITS INSURANCE COMPANY","60984","0","7778","0","2022","Accident and Health"
"3313","SWISS RE CORPORATE SOLUTIONS AMERICA INSURANCE CORPORATION","29874","0","63","0","2022","Accident and Health"
"3331","QBE INSURANCE CORPORATION","39217","0","80769","0","2022","Accident and Health"
"3355","PROVIDENT AMERICAN LIFE & HEALTH INSURANCE COMPANY","67903","0","339","0","2022","Accident and Health"
"3358","FIDELITY STANDARD LIFE INSURANCE COMPANY","94790","0","8","0","2022","Accident and Health"
"3363","UNITEDHEALTHCARE OF TEXAS, INC.","95765","20","84840","12.91","2022","Accident and Health"
"3365","AMERICAN RETIREMENT LIFE INSURANCE COMPANY","88366","0","4856","0","2022","Accident and Health"
"3367","CONTINENTAL AMERICAN INSURANCE COMPANY","71730","0","267028","0","2022","Accident and Health"
"3399","5 STAR LIFE INSURANCE COMPANY","77879","0","919","0","2022","Accident and Health"
"3402","MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","0","1674","0","2022","Accident and Health"
"3410","CIGNA NATIONAL HEALTH INSURANCE COMPANY","61727","0","1438","0","2022","Accident and Health"
"3411","UNITED DENTAL CARE OF TEXAS, INC.","95142","0","4757","0","2022","Accident and Health"
"3425","UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.","95174","0","2","0","2022","Accident and Health"
"3428","AUTO CLUB LIFE INSURANCE COMPANY","84522","0","8","0","2022","Accident and Health"
"3446","MEDICO CORP LIFE INSURANCE COMPANY","79987","0","905","0","2022","Accident and Health"
"3447","UNITED STATES LETTER CARRIERS MUTUAL BENEFIT ASSOCIATION","56456","0","228","0","2022","Accident and Health"
"3467","LINCOLN HERITAGE LIFE INSURANCE COMPANY","65927","0","221","0","2022","Accident and Health"
"3470","CIGNA DENTAL HEALTH OF TEXAS, INC.","95037","0","319995","0","2022","Accident and Health"
"3516","GREAT MIDWEST INSURANCE COMPANY","18694","0","12734","0","2022","Accident and Health"
"3522","AETNA HEALTH INC.","95490","5","32889","8.33","2022","Accident and Health"
"3533","AETNA DENTAL INC.","95910","0","112955","0","2022","Accident and Health"
"3534","VISION SERVICE PLAN INSURANCE COMPANY","39616","0","2895500","0","2022","Accident and Health"
"3535","FAMILY HERITAGE LIFE INSURANCE COMPANY OF AMERICA","77968","0","116627","0","2022","Accident and Health"
"3565","BALTIMORE LIFE INSURANCE COMPANY, THE","61212","0","80","0","2022","Accident and Health"
"3581","WESTERN UNITED LIFE ASSURANCE COMPANY","85189","0","4213","0","2022","Accident and Health"
"3582","COMMERCIAL TRAVELERS LIFE INSURANCE COMPANY","81426","0","60","0","2022","Accident and Health"
"3624","UNITED CONCORDIA INSURANCE COMPANY","85766","0","60395","0","2022","Accident and Health"
"3627","COMMONWEALTH ANNUITY AND LIFE INSURANCE COMPANY","84824","0","3","0","2022","Accident and Health"
"3628","SHELTERPOINT INSURANCE COMPANY","89958","0","208","0","2022","Accident and Health"
"3642","UNITED HERITAGE LIFE INSURANCE COMPANY","63983","0","7","0","2022","Accident and Health"
"3652","UNITEDHEALTHCARE LIFE INSURANCE COMPANY","97179","2","4014","27.29","2022","Accident and Health"
"3668","AMERICAN UNITED LIFE INSURANCE COMPANY","60895","0","135162","0","2022","Accident and Health"
"3669","NATIONAL PACIFIC DENTAL, INC.","95251","0","35047","0","2022","Accident and Health"
"3676","SECURITY NATIONAL LIFE INSURANCE COMPANY","69485","0","44","0","2022","Accident and Health"
"3678","CICA LIFE INSURANCE COMPANY OF AMERICA","71463","0","8564","0","2022","Accident and Health"
"3681","UNITED CONCORDIA DENTAL PLANS OF TEXAS, INC.","95160","0","438","0","2022","Accident and Health"
"3690","ALPHA DENTAL PROGRAMS, INC.","95163","0","124949","0","2022","Accident and Health"
"3701","STATE MUTUAL INSURANCE COMPANY","69132","0","7659","0","2022","Accident and Health"
"3707","CONTINENTAL LIFE INSURANCE COMPANY OF BRENTWOOD, TENNESSEE","68500","2","64858","1.69","2022","Accident and Health"
"3710","COMPANION LIFE INSURANCE COMPANY","77828","2","55762","1.96","2022","Accident and Health"
"3713","PAVONIA LIFE INSURANCE COMPANY OF MICHIGAN","93777","0","59","0","2022","Accident and Health"
"3715","LIBERTY BANKERS LIFE INSURANCE COMPANY","68543","0","160","0","2022","Accident and Health"
"3716","LIFESHIELD NATIONAL INSURANCE CO.","99724","1","239","229.16","2022","Accident and Health"
"3718","JACKSON NATIONAL LIFE INSURANCE COMPANY","65056","1","3961","13.83","2022","Accident and Health"
"3729","SAFEGUARD HEALTH PLANS, INC.","95051","0","26256","0","2022","Accident and Health"
"3736","AMERICAN STATES INSURANCE COMPANY","19704","0","1","0","2022","Accident and Health"
"3758","CLEAR SPRING HEALTH INSURANCE COMPANY","78301","0","2","0","2022","Accident and Health"
"3812","LIFE OF AMERICA INSURANCE COMPANY","81132","0","2","0","2022","Accident and Health"
"3855","WYSH LIFE AND HEALTH INSURANCE COMPANY","80055","0","19","0","2022","Accident and Health"
"3863","NATIONAL TEACHERS ASSOCIATES LIFE INSURANCE COMPANY","87963","1","36887","1.48","2022","Accident and Health"
